PokerStars Tournament #2243832673, No Limit Hold'em
  5000: soyelmaestro (Argentina), still playing
  5001: sp3edy14 (Ireland), still playing
  5002: space ace 79 (Netherlands), still playing
  5003: spanaiti (Romania), still playing
  5004: spankee05 (Canada), still playing
  5005: spectroool (Brazil), still playing
  5006: speedyp18 (United Kingdom), still playing
  5007: spider.newry (United Kingdom), still playing
  5008: spiderhami (China), still playing
  5009: spierings79 (Netherlands), still playing
  5010: spike1970 (United Kingdom), still playing
  5011: spikedaces77 (Canada), still playing
  5012: spiridoncha (Russia), still playing
  5013: spiros199 (Greece), still playing
  5014: spiroskoulk (Greece), still playing
  5015: spitznspots (United Kingdom), still playing
  5016: spkrdmg (Canada), still playing
  5017: sponzh (Russia), still playing
  5018: sportselect (Canada), still playing
  5019: sprotte (Germany), still playing
  5020: späsch (Germany), still playing
  5021: sqmpork (Sweden), still playing
  5022: srosch17 (Luxembourg), still playing
  5023: srtnt1 (Czech Republic), still playing
  5024: ssabyrkulov (Kyrgyzstan), still playing
  5025: sskailand (Norway), still playing
  5026: sspar991 (Russia), still playing
  5027: ssssunger (Ukraine), still playing
  5028: sstasek (Czech Republic), still playing
  5029: st.bernard11 (Slovakia), still playing
  5030: st1ft (Netherlands), still playing
  5031: stamponick (United Kingdom), still playing
  5032: stampoulisni (Greece), still playing
  5033: stanga1977 (Romania), still playing
  5034: stanman-23 (Austria), still playing
  5035: staralfur2 (Russia), still playing
  5036: starsshineso (Canada), still playing
  5037: staszeq (Poland), still playing
  5038: staszor (Russia), still playing
  5039: statetv (Netherlands), still playing
  5040: staycalmpad (United Kingdom), still playing
  5041: ste_mc_efc (United Kingdom), still playing
  5042: stefanosFULL (Cyprus), still playing
  5043: steffo89 (Norway), still playing
  5044: stefka25 (Germany), still playing
  5045: stems73 (Canada), still playing
  5046: stephan1915 (Germany), still playing
  5047: stephenGWIZZ (Sweden), still playing
  5048: stern2500 (Germany), still playing
  5049: sternamsee23 (Germany), still playing
  5050: steve892 (United Kingdom), still playing
  5051: stevieb783 (United Kingdom), still playing
  5052: stevorado (Canada), still playing
  5053: stewybaby01 (United Kingdom), still playing
  5054: stickyick122 (Canada), still playing
  5055: stjørnan (Faroe Islands), still playing
  5056: stnia (Sweden), still playing
  5057: strakman16 (Canada), still playing
  5058: stralucescu (Romania), still playing
  5059: strangetla (United Kingdom), still playing
  5060: straßenjupp (Germany), still playing
  5061: strflushed (Ireland), still playing
  5062: strongsoler (Paraguay), still playing
  5063: struga555 (Switzerland), still playing
  5064: sttefanBG (Serbia), still playing
  5065: stvest (Russia), still playing
  5066: sub230212 (Austria), still playing
  5067: subito3k (Germany), still playing
  5068: sudabablo1 (Russia), still playing
  5069: sukin12 (Czech Republic), still playing
  5070: sulopoika (Finland), still playing
  5071: sulzhaxn (Austria), still playing
  5072: sumichon0917 (Japan), still playing
  5073: sumsmart66 (Canada), still playing
  5074: sundsundsund (Germany), still playing
  5075: sunlandaz (Canada), still playing
  5076: suntexx1 (Germany), still playing
  5077: supernovasun (United Kingdom), still playing
  5078: superskill77 (Russia), still playing
  5079: surikatka (Poland), still playing
  5080: surya888 (Hungary), still playing
  5081: susenka1 (Czech Republic), still playing
  5082: sv_89 (Estonia), still playing
  5083: sven_007007 (Germany), still playing
  5084: svule (Russia), still playing
  5085: swaiz74 (United Kingdom), still playing
  5086: swanlake88 (United Kingdom), still playing
  5087: swettaa (Finland), still playing
  5088: swirii (Poland), still playing
  5089: swisspoker_s (Switzerland), still playing
  5090: swisssinu (Switzerland), still playing
  5091: syki (Austria), still playing
  5092: syllvester (United Kingdom), still playing
  5093: symplethings (Canada), still playing
  5094: syropoulos7 (Canada), still playing
  5095: sytra (Switzerland), still playing
  5096: szczech (Germany), still playing
  5097: szoliwer96 (Denmark), still playing
  5098: t88mesilane (Estonia), still playing
  5099: t_smith648 (Canada), still playing
  5100: tagga79 (Germany), still playing
  5101: tahir_88888 (Kazakhstan), still playing
  5102: takinardi86 (Canada), still playing
  5103: takisxa (Greece), still playing
  5104: talpy698 (Ukraine), still playing
  5105: tamtam234 (Netherlands), still playing
  5106: tamère69 (Canada), still playing
  5107: tanishapkr1 (Canada), still playing
  5108: tanoacia (Argentina), still playing
  5109: tanyab1b2 (Denmark), still playing
  5110: tatalockolo (Romania), still playing
  5111: tatasanjuan (Argentina), still playing
  5112: tatinho01 (Ukraine), still playing
  5113: tatisss (Argentina), still playing
  5114: taube87 (Germany), still playing
  5115: tautrimas (Lithuania), still playing
  5116: tbac1 (Hungary), still playing
  5117: tbombw (Ireland), still playing
  5118: tbravo74 (United Kingdom), still playing
  5119: tdcrozier (Isle Of Man), still playing
  5120: te pupa tata (Romania), still playing
  5121: tebe6iro (Bulgaria), still playing
  5122: tec0Classe (Romania), still playing
  5123: technostel (Canada), still playing
  5124: tedbadger9 (United Kingdom), still playing
  5125: telv!n (Russia), still playing
  5126: temcomo (Ireland), still playing
  5127: tenborges (Brazil), still playing
  5128: tenentelima (Brazil), still playing
  5129: teo96 (Cyprus), still playing
  5130: teoaslanis (Greece), still playing
  5131: teocrates (Brazil), still playing
  5132: teohellas (Greece), still playing
  5133: terrbro (Canada), still playing
  5134: teufel3105 (Germany), still playing
  5135: teumarca (Brazil), still playing
  5136: tg4u72 (New Zealand), still playing
  5137: tgchamp76 (United Kingdom), still playing
  5138: tgf18tgf (Brazil), still playing
  5139: tgrigoletti (Brazil), still playing
  5140: th@stitfolks (Canada), still playing
  5141: thX4call (Germany), still playing
  5142: thalesvasco (Brazil), still playing
  5143: the fynboen (Denmark), still playing
  5144: theCLUTCHboy (Brazil), still playing
  5145: theOne_AAAAK (Germany), still playing
  5146: the_edg02 (Brazil), still playing
  5147: thedamnking (United Kingdom), still playing
  5148: theduke1212 (Canada), still playing
  5149: thedukem (Bosnia and Herzegovina), still playing
  5150: thegrizzlyhut (Argentina), still playing
  5151: theibru (United Kingdom), still playing
  5152: thejokermen (Hungary), still playing
  5153: thekayocorp (Switzerland), still playing
  5154: thekid229494 (Canada), still playing
  5155: thereader74 (Canada), still playing
  5156: thewave85 (Canada), still playing
  5157: thiago_velez (Argentina), still playing
  5158: thjorvenr. (Germany), still playing
  5159: thode29 (Denmark), still playing
  5160: tiagogp1 (Brazil), still playing
  5161: tiagonota10 (Brazil), still playing
  5162: tibleca (United Kingdom), still playing
  5163: tiby19 (Canada), still playing
  5164: tiltinha (Brazil), still playing
  5165: tim021 (Switzerland), still playing
  5166: timetopop87 (United Kingdom), still playing
  5167: timo-bool (Russia), still playing
  5168: timsem810 (Russia), still playing
  5169: tinchuss (Argentina), still playing
  5170: tinkijsss (Latvia), still playing
  5171: tintin99514 (Canada), still playing
  5172: titelcris (Romania), still playing
  5173: tix77 (Germany), still playing
  5174: tj- benzen (Denmark), still playing
  5175: tjutjutrain (Iceland), still playing
  5176: tm_gti (Germany), still playing
  5177: tmmey (Germany), still playing
  5178: tnapoleao (Brazil), still playing
  5179: tobiasz1982 (Ireland), still playing
  5180: tobigambling (Germany), still playing
  5181: tobis666 (Denmark), still playing
  5182: tobottk (Germany), still playing
  5183: todotimao (Brazil), still playing
  5184: tofulus891 (Finland), still playing
  5185: toiIetflush (Switzerland), still playing
  5186: tolstiykry (Russia), still playing
  5187: tomakgchm (Poland), still playing
  5188: tomaseee (Russia), still playing
  5189: tomasko66 (Slovakia), still playing
  5190: tomaso_13 (Sweden), still playing
  5191: tomfoxpoker (Germany), still playing
  5192: tommySK (Slovakia), still playing
  5193: tommyboy244 (Belgium), still playing
  5194: tomobp (Lithuania), still playing
  5195: tomás1992 (Brazil), still playing
  5196: tonganbeast (United Kingdom), still playing
  5197: tonyP930 (Bulgaria), still playing
  5198: tookiez (Russia), still playing
  5199: tooozoran1 (Belgium), still playing
  5200: topanrr (Slovakia), still playing
  5201: topcat1066 (United Kingdom), still playing
  5202: topetersons (Brazil), still playing
  5203: toporceanu11 (Romania), still playing
  5204: tortrinigyal (Canada), still playing
  5205: toss1977 (Russia), still playing
  5206: tostadita (Argentina), still playing
  5207: totoqac93 (Argentina), still playing
  5208: tottino707 (Romania), still playing
  5209: tram-vai (Russia), still playing
  5210: trancer6 (Canada), still playing
  5211: tricolor2212 (Brazil), still playing
  5212: tricotijr (Brazil), still playing
  5213: trifi7 (Bulgaria), still playing
  5214: tristano00 (Estonia), still playing
  5215: triton2009 (Brazil), still playing
  5216: tromokraths_ (Greece), still playing
  5217: trox86 (Brazil), still playing
  5218: trugbild65 (Germany), still playing
  5219: tsa21 (Canada), still playing
  5220: tscsa (United Kingdom), still playing
  5221: tsesme1973 (Greece), still playing
  5222: tsetsebite (Germany), still playing
  5223: tsotili (Germany), still playing
  5224: tthiagol (Brazil), still playing
  5225: tubbe78 (Germany), still playing
  5226: tuborg123456 (Belgium), still playing
  5227: tugudtubitru (Serbia), still playing
  5228: tumaniveter (Russia), still playing
  5229: tutuia20 (Brazil), still playing
  5230: twensix (Germany), still playing
  5231: twinapoel (Cyprus), still playing
  5232: twinkle_sky (Japan), still playing
  5233: twinsmaker01 (Germany), still playing
  5234: tylerp867 (Canada), still playing
  5235: uaredead lol (Sweden), still playing
  5236: udgin vitla (Russia), still playing
  5237: ufo55555 (Hungary), still playing
  5238: ulan2009 (Canada), still playing
  5239: ungowa (United Kingdom), still playing
  5240: unionjj (Canada), still playing
  5241: untitled2jc (Canada), still playing
  5242: up2u2day (United Kingdom), still playing
  5243: uroncito (Argentina), still playing
  5244: usetolose (Denmark), still playing
  5245: ushiiirossi (Argentina), still playing
  5246: utvekklo2 (Sweden), still playing
  5247: utza222 (Romania), still playing
  5248: uzi147 (Netherlands), still playing
  5249: uzsidoboz88 (Hungary), still playing
  5250: uzzy993 (Hungary), still playing
  5251: v1garista (Brazil), still playing
  5252: v33raPPan (Canada), still playing
  5253: vAAnucci (Brazil), still playing
  5254: vJIMBOv (United Kingdom), still playing
  5255: vReal-2007 (Netherlands), still playing
  5256: vadka (Ukraine), still playing
  5257: vadym.yarmus (Poland), still playing
  5258: vaga789 (Russia), still playing
  5259: valdemaar74 (Russia), still playing
  5260: valencia1247 (Bulgaria), still playing
  5261: valera181186 (Russia), still playing
  5262: vandoreiss (Brazil), still playing
  5263: vanilaice88 (Serbia), still playing
  5264: vanoo74 (Netherlands), still playing
  5265: vanpoker86 (Canada), still playing
  5266: varrpett (Russia), still playing
  5267: vavake1979 (Belgium), still playing
  5268: vdr6 (Argentina), still playing
  5269: ve6ti1 (Bulgaria), still playing
  5270: vebban (Sweden), still playing
  5271: vedrancina (Bosnia and Herzegovina), still playing
  5272: veebrov999 (United Kingdom), still playing
  5273: vegas147 (United Kingdom), still playing
  5274: veidzi (Slovakia), still playing
  5275: veltman12 (Netherlands), still playing
  5276: verdao134 (Brazil), still playing
  5277: verduGrikius (Lithuania), still playing
  5278: vest78 (Jamaica), still playing
  5279: vhmds (Brazil), still playing
  5280: vicksa18 (Switzerland), still playing
  5281: vickyM97 (Greece), still playing
  5282: victorbco (Brazil), still playing
  5283: viduskalna (Latvia), still playing
  5284: viennacall83 (Austria), still playing
  5285: viinig (Brazil), still playing
  5286: vikerforell (Estonia), still playing
  5287: vilasss (Brazil), still playing
  5288: vili_1_9_99 (United Kingdom), still playing
  5289: villys13 (Greece), still playing
  5290: vinicius ;DD (Brazil), still playing
  5291: vinicius0812 (Brazil), still playing
  5292: vinimiranda7 (Brazil), still playing
  5293: viniperri (Brazil), still playing
  5294: vinizuxo (Brazil), still playing
  5295: vinnygaud (Canada), still playing
  5296: vinsanity841 (Moldova), still playing
  5297: vinstill (India), still playing
  5298: vintusk (Sweden), still playing
  5299: vinymachado1 (Brazil), still playing
  5300: vio_2005 (Romania), still playing
  5301: viotalong888 (China), still playing
  5302: vipul7 (India), still playing
  5303: viralatafeio (Brazil), still playing
  5304: virtualTman (New Zealand), still playing
  5305: virumaas (Finland), still playing
  5306: virus580 (Germany), still playing
